6,100.000000,67.893004,68.186979,50.670450,61.249034,55.379562,53.694378,28.996568,75.542267,68.340772,63.035863,51.742577
7, 67.893004,100.000000,88.159541,59.233105,39.901432,82.808065,28.321807,14.643335,54.730649,90.170867,49.507990,80.785798
8,68.186979,88.159541,100.000000,66.826426,48.697687,83.044184,37.354851,22.465910,62.556933,96.772939,55.267628,80.270577
9,50.670450,59.233105,66.826426,100.000000,80.668327,71.679428,58.909307,6.333637,64.606823,68.134288,84.613521,76.508484
10,61.249034,39.901432,48.697687,80.668327,100.000000,53.550689,71.149665,12.374213,72.250306,48.802615,89.206058,58.148297
11,55.379562,82.808065,83.044184,71.679428,53.550689,100.000000,43.596915,8.427192,66.704088,81.696588,60.120630,94.951945
12,53.694378,28.321807,37.354851,58.909307,71.149665,43.596915,100.000000,    0.000000,73.591158,37.222990,71.274720,46.568672
13,28.996568,14.643335,22.465910,6.333637,12.374213,8.427192,    0.000000,100.000000,22.781937,23.544518,17.156601,6.882531
14,75.542267,54.730649,62.556933,64.606823,72.250306,66.704088,73.591158,22.781937,100.000000,63.631832,75.311976,65.080887
15,68.340772,90.170867,96.772939,68.134288,48.802615,81.696588,37.222990,23.544518,63.631832,100.000000,58.209036,79.610217
16,63.035863,49.507990,55.267628,84.613521,89.206058,60.120630,71.274720,17.156601,75.311976,58.209036,100.000000,65.168686
17,51.742577,80.785798,80.270577,76.508484,58.148297,94.951945,46.568672,6.882531,65.080887,79.610217,65.168686,100.000000
